cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Education,"Educational Attainment","Bachelor's degree",69596,"(+/- 4729 )",147144,"(+/- 8024 )",203492,"(+/- 6875 )",79413,"(+/- 4964 )",65940,"(+/- 4782 )",114265,"(+/- 7278 )",158970,"(+/- 10847 )",122484,"(+/- 7246 )",86145,"(+/- 5770 )",161939,"(+/- 9312 )",79556,"(+/- 4795 )",117815,"(+/- 6009 )",67827,"(+/- 3586 )",84326,"(+/- 5692 )",69840,"(+/- 5879 )",78281,"(+/- 5979 )",97480,"(+/- 4900 )",75780,"(+/- 5742 )",69875,"(+/- 3698 )",82452,"(+/- 6181 )",176604,"(+/- 8574 )",172103,"(+/- 10027 )",79602,"(+/- 5618 )",182262,"(+/- 7026 )",142588,"(+/- 7916 )",182122,"(+/- 7329 )",65965,"(+/- 3961 )",64576,"(+/- 5597 )",37727,"(+/- 3969 )",71636,"(+/- 6363 )",143822,"(+/- 6767 )",144644,"(+/- 8128 )",42424,"(+/- 4505 )",47740,"(+/- 4605 )",94828,"(+/- 7253 )",69534,"(+/- 5792 )"
Education,"Educational Attainment","Graduate or professional degree",36105,"(+/- 3359 )",89323,"(+/- 6309 )",127390,"(+/- 5809 )",45337,"(+/- 4735 )",33666,"(+/- 3530 )",55389,"(+/- 4495 )",104087,"(+/- 6123 )",58287,"(+/- 5215 )",46647,"(+/- 4655 )",90688,"(+/- 5139 )",39950,"(+/- 3592 )",60094,"(+/- 4739 )",31697,"(+/- 2836 )",42687,"(+/- 3920 )",31586,"(+/- 3098 )",34914,"(+/- 3593 )",60865,"(+/- 4488 )",44732,"(+/- 4199 )",38795,"(+/- 2719 )",44632,"(+/- 3522 )",102257,"(+/- 6744 )",110110,"(+/- 8748 )",39137,"(+/- 3507 )",96658,"(+/- 6615 )",81499,"(+/- 5520 )",92156,"(+/- 5187 )",33282,"(+/- 2874 )",26691,"(+/- 3105 )",15267,"(+/- 2463 )",40201,"(+/- 3639 )",72974,"(+/- 4725 )",90125,"(+/- 5290 )",16097,"(+/- 2276 )",19163,"(+/- 2573 )",45050,"(+/- 4537 )",28198,"(+/- 3123 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.0,"(+/- 1.2 )",88.3,"(+/- 1.4 )",94.6,"(+/- 0.7 )",87.6,"(+/- 0.9 )",81.9,"(+/- 1.1 )",89.7,"(+/- 1.0 )",90.7,"(+/- 1.3 )",87.5,"(+/- 1.0 )",79.0,"(+/- 1.3 )",91.4,"(+/- 0.9 )",84.6,"(+/- 1.0 )",89.4,"(+/- 0.9 )",85.1,"(+/- 0.8 )",87.6,"(+/- 0.8 )",72.0,"(+/- 1.7 )",81.2,"(+/- 1.3 )",87.3,"(+/- 1.0 )",78.0,"(+/- 1.4 )",83.4,"(+/- 1.0 )",82.0,"(+/- 1.6 )",93.5,"(+/- 0.9 )",91.2,"(+/- 0.9 )",79.0,"(+/- 1.5 )",91.1,"(+/- 0.7 )",91.3,"(+/- 0.9 )",92.7,"(+/- 0.8 )",83.3,"(+/- 1.1 )",73.5,"(+/- 1.5 )",65.5,"(+/- 1.9 )",79.7,"(+/- 1.3 )",92.4,"(+/- 0.8 )",88.4,"(+/- 1.1 )",62.4,"(+/- 1.7 )",69.9,"(+/- 1.6 )",80.1,"(+/- 1.1 )",85.2,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",22.1,"(+/- 1.1 )",44.6,"(+/- 1.7 )",54.5,"(+/- 1.3 )",23.6,"(+/- 1.2 )",19.8,"(+/- 1.1 )",32.3,"(+/- 1.6 )",50.3,"(+/- 2.0 )",30.5,"(+/- 1.3 )",26.5,"(+/- 1.6 )",41.4,"(+/- 1.6 )",23.1,"(+/- 1.2 )",31.9,"(+/- 1.4 )",21.3,"(+/- 0.9 )",25.0,"(+/- 1.3 )",21.2,"(+/- 1.4 )",24.5,"(+/- 1.5 )",32.3,"(+/- 1.2 )",23.0,"(+/- 1.4 )",23.9,"(+/- 0.9 )",24.5,"(+/- 1.2 )",47.4,"(+/- 1.5 )",45.4,"(+/- 1.8 )",23.9,"(+/- 1.4 )",48.4,"(+/- 1.3 )",40.6,"(+/- 1.4 )",45.6,"(+/- 1.2 )",20.1,"(+/- 1.0 )",20.0,"(+/- 1.3 )",11.6,"(+/- 1.0 )",22.4,"(+/- 1.6 )",36.4,"(+/- 1.3 )",45.3,"(+/- 1.5 )",13.1,"(+/- 1.3 )",15.5,"(+/- 1.3 )",25.2,"(+/- 1.3 )",19.4,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag","District 29 Estimate","District 29 Flag","District 30 Estimate","District 30 Flag","District 31 Estimate","District 31 Flag","District 32 Estimate","District 32 Flag","District 33 Estimate","District 33 Flag","District 34 Estimate","District 34 Flag","District 35 Estimate","District 35 Flag","District 36 Estimate","District 36 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",261226,G,363457,G,427772,G,207701,G,193021,G,245285,G,462036,G,226535,G,327556,G,339828,G,289194,G,354391,G,223421,G,240462,G,195704,G,232305,G,274166,G,419942,G,247873,G,274899,G,474234,G,238658,G,190529,G,733698,G,237516,G,263961,G,250397,G,167121,G,220616,G,341532,G,266486,G,362038,G,296202,G,175838,G,335765,G,261122,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",761,G,14,J,10,J,225,G,210,J,109,J,26,H,234,G,0,N,174,G,397,G,122,H,422,G,117,J,789,H,26,H,427,H,27,J,748,G,13,J,82,H,40,G,238,G,34,J,92,G,88,G,282,G,167,J,11,J,12,J,29,J,20,J,22,G,348,H,26,H,590,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",9684,G,7070,H,656,G,495,G,719,G,221,G,15490,G,6319,G,2083,G,3025,G,48389,G,6383,G,9017,G,940,G,4103,G,107,H,2773,G,10906,G,9726,G,298,G,3000,H,3455,G,13055,G,1991,G,3135,G,698,G,7841,G,5723,G,1246,H,1241,G,871,G,2387,G,271,J,3889,G,1101,J,2723,G
Business,"Paid employees for pay period including March 12",Utilities,1728,G,1684,J,814,G,1165,G,950,G,662,H,4243,J,1685,J,455,G,1412,G,2366,G,842,J,3024,H,793,J,1082,G,1268,J,1693,G,7311,H,2178,H,52,H,891,G,1255,G,804,G,2806,G,1765,H,714,H,2869,H,596,G,1417,J,1679,H,1391,G,312,H,796,H,735,H,314,H,1183,J
Business,"Paid employees for pay period including March 12",Construction,14697,G,34777,G,17546,G,11477,G,20027,G,15605,G,27098,G,15974,G,14240,H,25969,G,25432,G,20441,G,13548,G,24559,G,6922,G,10940,G,20978,G,26534,G,14973,G,8780,G,28384,G,16275,G,28349,H,39931,G,15860,G,17858,G,24248,G,7801,H,30580,G,11536,G,19658,G,15807,G,27118,G,5234,G,22795,G,34691,G
Business,"Paid employees for pay period including March 12",Manufacturing,34490,G,33804,G,16931,G,40265,G,24719,G,32960,G,9671,G,14706,G,15803,G,23701,G,19471,G,40514,G,31550,G,29829,G,12939,G,15387,G,32492,G,31975,G,16815,G,9279,G,12350,G,12917,G,11359,G,33126,G,15849,G,17614,G,22654,G,4099,H,32879,G,18314,G,15211,G,21315,H,44604,G,6686,G,24926,G,41718,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10433,G,26421,G,19547,G,6836,G,9689,G,14829,H,17652,G,8940,G,18175,G,18409,G,16709,G,15581,G,11005,G,7445,G,9104,G,9399,G,10223,G,42754,G,12877,G,6357,G,15749,G,8868,G,5872,G,46926,G,8404,G,11846,G,11472,G,6247,G,15531,G,17016,G,7356,G,9839,G,30736,G,4701,G,23648,G,9732,G
Business,"Paid employees for pay period including March 12","Retail trade",35669,G,44816,G,51018,G,32532,G,30348,G,36397,G,48746,G,34179,G,24359,G,50300,G,36649,G,46260,G,32544,G,34706,G,33651,G,34300,G,34513,G,25094,G,35895,G,42638,G,46775,G,45787,G,27973,G,54380,G,31940,G,34505,G,37259,G,30666,G,25643,G,28385,G,42695,G,40609,G,26117,G,30292,G,45733,G,28477,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8042,G,9440,G,6653,G,6168,G,15733,G,9737,G,6558,G,5716,G,5313,G,10924,G,12392,G,19244,G,10200,G,10179,G,8357,G,12083,G,9145,G,49138,H,11854,G,3546,G,9928,G,4717,G,11164,G,67571,H,4514,H,24375,H,6726,G,22614,G,24405,G,34213,H,5280,G,2908,H,28450,G,7571,G,20291,G,16934,G
Business,"Paid employees for pay period including March 12",Information,3875,G,5882,G,19433,G,2399,G,2093,G,4074,G,12110,G,4444,H,5923,H,13590,G,3724,G,6105,H,3237,G,2116,H,3782,G,8220,H,5694,G,8367,H,4842,G,5370,H,21475,G,3712,H,1783,G,35573,G,8716,H,4687,H,2991,G,1441,G,1861,H,14548,H,6449,G,14223,G,3963,H,2832,H,13100,H,1397,G
Business,"Paid employees for pay period including March 12","Finance and insurance",8910,G,17321,G,52635,G,6721,G,4059,G,12672,H,28886,G,7537,H,7064,G,11334,G,8031,G,19930,G,9653,G,7724,H,6593,H,7525,H,12764,H,15666,G,10055,G,37365,H,27916,H,7777,G,6693,G,61176,G,10111,G,25385,H,7276,H,4813,H,4984,G,20839,G,12253,H,27175,G,4920,G,5594,H,9485,H,5009,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3955,G,8071,G,8194,G,2164,G,3641,H,3961,G,14308,G,4291,G,4835,G,7852,G,7322,G,4837,G,2660,G,5734,G,2369,G,3872,G,4370,G,7756,G,3836,G,4528,G,11676,G,4036,G,3337,G,17206,G,6172,G,5728,H,5199,G,2117,G,3378,G,10644,G,3794,G,12298,G,4814,G,2575,G,6504,G,3678,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",11286,G,25627,G,47812,G,7446,G,5013,G,8223,G,52508,G,16382,G,23764,G,29500,G,9733,G,18963,G,6026,G,11418,G,6573,G,8905,G,21037,G,38571,G,7999,G,19524,G,52830,G,13668,G,5806,H,77026,G,17961,G,12289,G,10480,G,3991,G,12081,G,36230,G,24830,G,30357,G,10523,G,4331,G,17161,G,21089,H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6066,G,12338,G,23075,G,1174,G,1227,G,7193,H,41732,H,13457,G,9811,H,11243,H,2447,G,9089,G,1216,G,4066,G,905,H,3089,G,2387,G,31388,G,2241,G,7571,G,11081,H,3708,G,1277,H,49166,H,3228,G,5731,G,2240,G,257,H,3185,G,14702,G,3920,G,11849,G,3106,H,499,H,8354,G,1652,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13298,G,28645,G,27282,G,8764,G,8194,G,14339,G,38610,G,13761,G,24403,G,25975,G,9516,G,20043,G,7352,G,11849,G,11581,G,24694,G,15458,G,27869,G,9240,G,27010,G,40095,G,12022,G,8164,G,86321,G,12217,G,15541,G,13830,G,8176,G,18613,G,15260,G,13439,G,35212,G,30559,G,9253,G,21930,G,14121,G
Business,"Paid employees for pay period including March 12","Educational services",4521,G,5598,G,4953,G,1764,H,1538,G,3621,G,15245,H,2745,G,20428,H,6144,G,2815,G,6949,H,1233,G,1886,G,4057,H,2232,G,11196,J,3963,G,6863,G,5875,H,16159,G,4274,G,1142,G,11415,G,6545,G,4445,G,2278,G,1555,H,2102,G,7892,G,6107,H,12802,G,3737,G,3331,H,6185,G,2963,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",49244,G,31026,G,56022,G,41385,G,29433,G,33497,G,48422,G,28975,G,113736,G,39335,G,34326,G,52725,G,39539,G,37205,G,51351,G,45644,G,38528,G,30692,G,49432,G,42983,G,75773,G,39962,G,25467,G,54044,G,40214,G,30363,G,46685,G,38736,G,13154,G,53504,G,48536,G,60843,G,37805,H,58184,G,38092,G,26000,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1841,G,6987,G,7970,G,2158,G,2645,G,3445,G,6392,G,4521,G,5600,H,5491,G,2935,G,7588,H,2374,G,3110,G,2072,G,2382,G,3469,G,6969,G,2609,G,7063,H,9006,G,6103,G,4142,G,7160,G,4099,G,5060,G,3480,G,2409,H,595,G,6741,G,5315,G,5272,G,5307,J,1466,G,6058,G,1765,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29174,G,43503,G,47627,G,25155,G,23282,G,32811,G,53757,G,30330,G,24340,G,40606,G,32724,G,41219,G,27241,G,33457,G,24205,G,34620,G,34638,G,40726,G,31853,G,37121,G,69034,G,38440,G,26890,G,62747,G,31890,G,34674,G,32000,G,20179,G,21714,G,35073,G,35994,G,42667,G,24072,G,22712,G,55428,G,25989,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13528,G,20387,G,19573,G,9384,G,9489,G,10897,G,20534,G,12318,G,7185,G,14814,G,13781,G,17529,G,11555,G,13297,G,5244,G,7599,G,12338,G,14142,G,13807,G,9503,G,21990,G,11616,G,6969,G,25042,G,14756,G,12327,G,10550,G,5515,G,7223,G,13652,G,13326,G,16106,G,9263,G,5597,G,14597,G,21392,G
Business,"Paid employees for pay period including March 12","Industries not classified",24,J,46,H,21,J,24,J,12,J,32,H,48,H,21,G,22,J,30,J,35,J,27,J,25,H,32,H,25,H,13,J,43,H,94,J,30,G,23,H,40,G,26,H,45,H,57,G,48,G,33,G,37,J,19,G,14,J,51,H,32,J,37,H,19,J,8,J,37,J,19,J
Business,"Annual payroll ($1,000)","Total for all sectors",11180287,G,20286298,G,29182508,G,8320494,G,7665268,G,10743288,G,36602105,G,13871534,G,20385208,G,18347455,G,16480856,G,19682275,G,9781724,G,12280728,G,6770210,G,7906183,G,13105691,G,34730232,G,10308600,G,12400795,G,27687606,G,10584435,G,8378390,G,48175455,G,13196939,G,12606210,G,11268741,G,5589583,G,11600320,G,25155253,G,13312487,G,22302695,G,14772155,G,5385848,G,15333112,G,15895586,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",33100,G,737,G,286,J,9964,G,6723,H,3584,J,1600,H,10601,G,0,N,7089,G,15081,G,3584,G,24646,G,4029,G,25380,H,2010,J,25645,H,776,J,39033,G,587,H,2744,H,1297,H,6632,H,1750,H,4047,H,3621,G,10760,G,9038,H,121,H,533,J,481,G,537,H,985,G,12648,G,877,G,28295,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",795735,G,1204974,H,69588,G,32469,G,46952,G,20037,G,2602839,G,836002,G,264145,H,230425,G,4769824,G,668292,H,649145,G,76082,H,364658,G,6207,H,226398,G,2023892,G,784745,G,24815,G,316676,H,330224,G,1029804,G,249455,G,266460,H,62835,G,644761,G,445216,G,112361,H,125621,G,50342,G,390496,G,20721,J,267907,G,91122,J,283360,G
Business,"Annual payroll ($1,000)",Utilities,155309,H,180786,J,65033,G,98677,G,76154,G,79996,H,442982,H,201507,J,46412,G,109174,G,232269,G,89619,J,250996,H,76395,J,77154,G,111332,J,157890,G,1122522,H,183687,H,2850,H,95634,G,119708,H,59860,G,414057,G,202100,H,59112,H,322470,H,45354,G,142892,J,237848,H,137601,G,29953,G,89632,H,56738,H,28150,H,112863,J
Business,"Annual payroll ($1,000)",Construction,768394,G,2263412,G,1202420,G,600759,G,1152774,G,925371,G,2567022,G,1014198,G,1011097,H,1880725,G,1647168,G,1286238,G,749820,G,1565481,G,321658,G,502570,G,1164116,G,1714710,G,872838,G,488303,G,1767698,G,1049860,G,1752442,H,2832116,G,930418,G,1204145,G,1494101,G,388348,H,2097841,G,879915,G,1263752,G,1250345,G,1678788,G,232135,G,1306073,G,2310477,G
Business,"Annual payroll ($1,000)",Manufacturing,1805894,G,2225127,G,1362232,G,2277323,G,1210902,G,1867569,G,668890,G,917763,G,910118,G,1634269,G,1081186,G,3289613,H,1989999,H,3391251,G,739902,G,597302,G,1741455,G,1966740,G,827110,G,442267,G,806630,G,866353,G,612383,H,2185464,G,834475,G,977737,G,1707296,G,191859,H,2196902,G,984814,G,792547,G,2070302,J,2734589,G,280951,G,1262971,G,4206148,G
Business,"Annual payroll ($1,000)","Wholesale trade",596770,G,2034052,G,2236286,G,362350,G,588971,G,900708,G,1912538,G,659481,G,1357274,G,1446312,G,1284755,G,1126175,G,645245,G,511974,G,416343,G,438255,G,611489,G,3733985,G,758374,G,404613,H,1432296,G,708454,G,359626,G,3715000,G,908889,H,881312,G,656165,G,306033,G,985019,G,1204691,G,568648,G,811780,G,2217450,G,228003,G,1487639,G,740636,G
Business,"Annual payroll ($1,000)","Retail trade",1036358,G,1329485,G,1610201,G,949946,G,894061,G,1042138,G,1596878,G,975488,G,833340,G,1515325,G,1221830,G,1446920,G,903890,G,1007924,G,841898,G,867051,G,986141,G,811399,G,1004153,G,1243398,G,1439784,G,1250154,G,751843,G,1889550,G,945365,G,1007623,G,1059783,G,791089,G,710304,G,920256,G,1554479,G,1319321,G,815063,G,787239,G,1443999,G,800347,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",405012,G,421395,G,455901,G,281385,G,667344,G,489753,G,692453,G,290096,G,244806,G,460194,G,798964,G,948968,G,511508,G,500389,G,379947,G,576522,G,430046,G,3466434,H,607495,G,177124,G,592781,G,269680,G,629606,H,4661275,H,237305,H,1218751,H,426402,H,1010689,G,1498575,H,2520442,H,242770,G,234148,H,1285692,G,347545,G,1012908,G,1160501,G
Business,"Annual payroll ($1,000)",Information,184313,G,470225,G,2445915,G,103396,G,87584,H,186301,G,1321400,G,495182,H,320286,H,1335293,G,186118,G,382445,G,147733,G,104115,H,172433,G,297487,H,474393,G,976966,H,216077,G,219644,G,2096031,G,188385,H,89779,G,3508343,G,970115,H,301703,H,131870,G,59726,H,106495,H,1793714,H,427583,G,1410282,G,256771,H,117141,H,1005073,H,72117,G
Business,"Annual payroll ($1,000)","Finance and insurance",516953,G,1476606,G,4987027,G,351111,G,217923,G,809386,H,3843377,G,637490,G,489571,G,901100,G,509614,G,1920981,G,569734,G,495468,H,336189,H,384990,H,1042947,H,2885088,G,606454,G,3289045,H,2707011,H,564924,G,366143,G,5297192,G,1202611,H,1741869,H,408088,G,202529,H,239107,G,3134998,G,935867,H,2834746,G,238254,G,256356,H,655143,H,306525,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",189427,G,461205,G,510223,G,110057,G,141685,G,190391,G,1045663,G,232874,G,243699,G,431181,G,472644,G,274842,G,117314,G,311023,G,88543,G,153239,G,231784,G,734804,H,168491,G,271816,H,774950,G,216573,G,178444,G,1060518,G,438266,G,334575,H,276572,G,91902,G,172373,G,982288,G,179185,G,907073,G,251728,H,97065,G,311202,G,228991,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",701105,G,2349478,G,4548572,G,384448,G,260043,G,471893,G,5360993,G,1484782,H,2324248,G,2904048,H,624007,G,1479583,G,330513,G,788219,G,256314,G,456838,G,1901160,H,4682151,G,425249,G,1596540,G,5381258,G,1046583,G,335122,G,7198111,G,1617484,G,836801,G,651526,G,170500,G,1120353,H,4463513,G,2261341,G,2738742,G,789150,H,174364,G,1198613,G,1807221,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",262647,G,1273056,G,2857619,G,97261,G,99432,G,673154,H,7155724,H,2959255,G,996115,G,1064449,H,317120,G,1059429,G,102115,G,271220,G,65893,H,213590,G,175723,G,5630079,G,159206,G,728352,H,1271657,H,468258,G,165858,H,5106199,H,360547,G,588709,G,147146,G,16799,G,299955,G,1868744,G,334535,G,1134937,G,315492,H,29872,H,835872,H,163086,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",412919,G,1133331,G,1554185,H,272853,G,289304,G,505154,G,2098267,G,567989,G,903967,G,958305,G,424167,G,879868,G,226419,G,438994,G,317873,G,627277,G,576338,G,1319701,G,310344,G,905908,G,1643215,G,472811,G,355646,G,3957398,G,541309,G,626743,G,492991,G,240685,G,648834,G,804120,G,538420,G,1251188,G,914961,G,274251,G,791407,G,810442,G
Business,"Annual payroll ($1,000)","Educational services",117355,G,208400,G,140285,G,37663,H,42864,G,104014,G,657695,H,84128,G,1584815,H,190312,G,92792,G,361774,H,30063,G,50456,G,154341,H,64771,G,412855,J,152909,G,159517,G,198839,H,562735,G,93637,G,33511,G,526512,G,235230,G,171063,H,67904,G,52681,H,88127,G,347348,G,158755,H,569498,H,135262,G,126121,H,236538,G,129010,J
Business,"Annual payroll ($1,000)","Health care and social assistance",2286943,G,1470347,G,2943760,G,1659245,G,1115728,G,1522041,G,2539891,G,1503300,G,7740527,G,1845569,G,1617467,G,3003571,G,1718845,G,1521891,G,1672767,G,1866601,G,1915145,G,1532778,G,2237136,G,1419768,G,4205477,G,1811257,G,856048,G,2996277,G,2308873,G,1500316,H,1840053,G,1083955,G,462365,G,3189211,G,2748038,H,3568648,G,1918112,H,1587000,G,1710701,G,1105130,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",39584,G,150034,G,524037,G,39779,G,59834,G,73243,H,168929,G,94302,G,372570,J,119326,G,72576,G,173382,G,40606,G,57685,G,33624,G,39933,G,71690,H,611956,H,47105,G,101515,H,226453,G,117162,G,103265,G,156597,G,108172,G,115378,G,59769,G,32186,H,12460,G,345132,H,95021,G,141404,G,300521,H,25901,G,357536,H,39961,G
Business,"Annual payroll ($1,000)","Accommodation and food services",487047,G,877868,G,959791,G,407625,G,376459,G,556785,G,1183428,G,564408,G,460089,G,813521,G,644348,G,757394,G,446476,G,590983,G,370703,G,513681,G,566071,G,847492,G,537985,G,622735,G,1581873,G,689615,G,487636,G,1443948,G,621495,G,609537,G,531380,G,307727,G,369369,G,839254,G,634826,G,915804,G,459603,G,336712,G,1118470,G,434044,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",384783,G,753540,G,707546,G,243180,G,330219,G,321466,G,738356,G,341815,G,280908,H,499920,G,467075,G,528777,G,325035,G,515992,G,134041,G,184702,G,393540,G,512443,G,362710,G,262179,G,780991,G,318945,G,203491,G,973698,G,462453,G,363662,G,339080,G,143080,G,336364,G,511243,G,387599,G,722251,H,348932,G,147655,G,477658,G,1156029,G
Business,"Annual payroll ($1,000)","Industries not classified",639,G,2240,G,1601,G,1003,G,312,H,304,H,3180,H,873,G,731,G,918,H,1851,G,820,H,1622,G,1157,H,549,G,1825,J,865,H,3407,G,891,G,497,H,1712,H,555,G,1251,G,1995,H,1325,G,718,G,624,H,187,H,503,G,1568,G,697,G,1240,G,449,H,244,H,1160,H,403,G
Business,"Total Establishments","Total for all sectors",16946,X,21317,X,23862,X,14723,X,13018,X,14953,X,25756,X,16200,X,12944,X,21754,X,19860,X,18836,X,16384,X,14130,X,12357,X,14021,X,15304,X,17438,X,16980,X,12113,X,28377,X,18098,X,11945,X,29104,X,19449,X,16918,X,15956,X,11532,X,10830,X,13870,X,17026,X,22389,X,12930,X,10931,X,16690,X,13216,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",120,X,7,X,5,X,55,X,21,X,13,X,12,X,46,X,0,X,31,X,44,X,24,X,85,X,25,X,31,X,3,X,31,X,5,X,92,X,5,X,34,X,16,X,38,X,7,X,30,X,32,X,76,X,16,X,3,X,4,X,12,X,8,X,5,X,55,X,8,X,93,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",481,X,162,X,63,X,77,X,80,X,45,X,353,X,229,X,52,X,189,X,1547,X,253,X,622,X,58,X,170,X,12,X,156,X,224,X,564,X,23,X,171,X,114,X,480,X,96,X,125,X,46,X,386,X,194,X,42,X,51,X,36,X,221,X,19,X,163,X,50,X,139,X
Business,"Total Establishments",Utilities,114,X,65,X,28,X,87,X,92,X,33,X,67,X,87,X,17,X,53,X,130,X,22,X,124,X,30,X,43,X,15,X,69,X,114,X,140,X,5,X,51,X,41,X,81,X,39,X,80,X,26,X,72,X,39,X,24,X,29,X,37,X,22,X,19,X,49,X,22,X,73,X
Business,"Total Establishments",Construction,1345,X,1721,X,1299,X,1507,X,1511,X,1346,X,1185,X,1600,X,726,X,2020,X,1847,X,1717,X,1560,X,1056,X,778,X,908,X,1495,X,1097,X,1542,X,772,X,2229,X,1148,X,1017,X,1659,X,1978,X,1371,X,1370,X,828,X,1080,X,759,X,1802,X,1365,X,1248,X,628,X,1405,X,1047,X
